Year,Sport,Country,Gender,Medal Rank,Medal,Age of Athlete,Event,Name of Athlete or Team
1928,Speedskating,Norway,Men,3,bronze,22,"Men's 5,000 Meters",Bernt Evensen
1932,Speedskating,Norway,Men,2,silver,26,Men's 500 Meters,Bernt Evensen
1932,Speedskating,Norway,Men,2,silver,27,"Men's 10,000 Meters",Ivar Ballangrud
1936,Speedskating,Norway,Men,1,gold,31,Men's 500 Meters,Ivar Ballangrud
1936,Speedskating,Norway,Men,2,silver,20,Men's 500 Meters,Georg Krog
1936,Speedskating,Norway,Men,1,gold,24,"Men's 1,500 Meters",Charles Mathiesen
1936,Speedskating,Norway,Men,2,silver,31,"Men's 1,500 Meters",Ivar Ballangrud
1936,Speedskating,Norway,Men,1,gold,31,"Men's 5,000 Meters",Ivar Ballangrud
1936,Speedskating,Norway,Men,1,gold,31,"Men's 10,000 Meters",Ivar Ballangrud
1948,Speedskating,Norway,Men,1,gold,28,Men's 500 Meters,Finn Helgesen
1948,Speedskating,Norway,Men,2,silver,31,Men's 500 Meters,Thomas Byberg
1948,Speedskating,Norway,Men,1,gold,27,"Men's 1,500 Meters",Sverre Farstad
1948,Speedskating,Norway,Men,3,bronze,30,"Men's 1,500 Meters",Odd Lundberg
1948,Speedskating,Norway,Men,1,gold,30,"Men's 5,000 Meters",Reidar Liaklev
1948,Speedskating,Norway,Men,2,silver,30,"Men's 5,000 Meters",Odd Lundberg
1952,Speedskating,Norway,Men,3,bronze,24,Men's 500 Meters,Arne Johansen
1952,Speedskating,Norway,Men,1,gold,28,"Men's 1,500 Meters",Hjalmar Andersen
1952,Speedskating,Norway,Men,3,bronze,23,"Men's 1,500 Meters",Roald Aas
1952,Speedskating,Norway,Men,1,gold,28,"Men's 5,000 Meters",Hjalmar Andersen
1952,Speedskating,Norway,Men,3,bronze,26,"Men's 5,000 Meters",Sverre Haugli
1952,Speedskating,Norway,Men,1,gold,28,"Men's 10,000 Meters",Hjalmar Andersen
1956,Speedskating,Norway,Men,3,bronze,18,Men's 500 Meters,Alv Gjestvang
1956,Speedskating,Norway,Men,2,silver,22,"Men's 10,000 Meters",Knut Johannesen
1960,Speedskating,Norway,Men,1,gold,31,"Men's 1,500 Meters",Roald Aas
1960,Speedskating,Norway,Men,2,silver,26,"Men's 5,000 Meters",Knut Johannesen
1960,Speedskating,Norway,Men,1,gold,26,"Men's 10,000 Meters",Knut Johannesen
1964,Speedskating,Norway,Men,2,silver,26,Men's 500 Meters,Alv Gjestvang
1964,Speedskating,Norway,Men,3,bronze,19,"Men's 1,500 Meters",Villy Haugen
1964,Speedskating,Norway,Men,1,gold,30,"Men's 5,000 Meters",Knut Johannesen
1964,Speedskating,Norway,Men,2,silver,19,"Men's 5,000 Meters",Per Ivar Moe
1964,Speedskating,Norway,Men,3,bronze,25,"Men's 5,000 Meters",Fred Anton Maier
1964,Speedskating,Norway,Men,2,silver,25,"Men's 10,000 Meters",Fred Anton Maier
1964,Speedskating,Norway,Men,3,bronze,30,"Men's 10,000 Meters",Knut Johannesen
1968,Speedskating,Norway,Men,2,silver,26,Men's 500 Meters,Magne Thomassen
1968,Speedskating,Norway,Men,2,silver,25,"Men's 1,500 Meters",Ivar Eriksen
1968,Speedskating,Norway,Men,1,gold,29,"Men's 5,000 Meters",Fred Anton Maier
1968,Speedskating,Norway,Men,2,silver,29,"Men's 10,000 Meters",Fred Anton Maier
1972,Speedskating,Norway,Men,2,silver,25,"Men's 1,500 Meters",Roar Grønvold
1972,Speedskating,Norway,Men,2,silver,25,"Men's 5,000 Meters",Roar Grønvold
1972,Speedskating,Norway,Men,3,bronze,24,"Men's 5,000 Meters",Sten Stensen
1972,Speedskating,Norway,Men,3,bronze,24,"Men's 10,000 Meters",Sten Stensen
1976,Speedskating,Norway,Men,2,silver,22,"Men's 1,000 Meters",Jørn Didriksen
1976,Speedskating,Norway,Men,1,gold,26,"Men's 1,500 Meters",Jan Egil Storholt
1976,Speedskating,Norway,Men,1,gold,28,"Men's 5,000 Meters",Sten Stensen
1976,Speedskating,Norway,Men,2,silver,28,"Men's 10,000 Meters",Sten Stensen
1980,Speedskating,Norway,Men,3,bronze,20,"Men's 1,000 Meters",Frode Rønning
1980,Speedskating,Norway,Men,2,silver,26,"Men's 1,500 Meters",Kay Arne Stenshjemmet
1980,Speedskating,Norway,Men,3,bronze,27,"Men's 1,500 Meters",Terje Andersen
1980,Speedskating,Norway,Men,2,silver,26,"Men's 5,000 Meters",Kay Arne Stenshjemmet
1980,Speedskating,Norway,Men,3,bronze,20,"Men's 5,000 Meters",Tom Erik Oxholm
1980,Speedskating,Norway,Men,3,bronze,20,"Men's 10,000 Meters",Tom Erik Oxholm
1984,Speedskating,Norway,Men,3,bronze,29,"Men's 1,000 Meters",Kai Arne Engelstad
1992,Speedskating,Norway,Men,1,gold,23,"Men's 1,500 Meters",Johann Olav Koss
1992,Speedskating,Norway,Men,2,silver,20,"Men's 1,500 Meters",Ådne Søndrål
1992,Speedskating,Norway,Men,1,gold,28,"Men's 5,000 Meters",Geir Karlstad
1992,Speedskating,Norway,Men,2,silver,23,"Men's 10,000 Meters",Johann Olav Koss
1992,Speedskating,Norway,Men,3,bronze,28,"Men's 10,000 Meters",Geir Karlstad
1994,Speedskating,Norway,Men,1,gold,25,"Men's 1,500 Meters",Johann Olav Koss
1994,Speedskating,Norway,Men,1,gold,25,"Men's 5,000 Meters",Johann Olav Koss
1994,Speedskating,Norway,Men,2,silver,23,"Men's 5,000 Meters",Kjell Storelid
1994,Speedskating,Norway,Men,1,gold,25,"Men's 10,000 Meters",Johann Olav Koss
1994,Speedskating,Norway,Men,2,silver,23,"Men's 10,000 Meters",Kjell Storelid
1998,Speedskating,Norway,Men,1,gold,26,"Men's 1,500 Meters",Ådne Søndrål
2002,Speedskating,Norway,Men,3,bronze,30,"Men's 1,500 Meters",Ådne Søndrål
2002,Speedskating,Norway,Men,3,bronze,27,"Men's 10,000 Meters",Lasse Sætre
2010,Speedskating,Norway,Men,3,bronze,23,"Men's 1,500 Meters",Håvard Bøkko
1924,Cross-Country Skiing,Norway,Men,1,gold,29,Men's 18 Kilometers,Thorleif Haug
1924,Cross-Country Skiing,Norway,Men,2,silver,24,Men's 18 Kilometers,Johan Grøttumsbraaten
1924,Cross-Country Skiing,Norway,Men,1,gold,29,Men's 50 Kilometers,Thorleif Haug
1924,Cross-Country Skiing,Norway,Men,2,silver,27,Men's 50 Kilometers,Thoralf Strømstad
1924,Cross-Country Skiing,Norway,Men,3,bronze,24,Men's 50 Kilometers,Johan Grøttumsbraaten
1924,Nordic Combined,Norway,Men,1,gold,29,Men's Individual,Thorleif Haug
1924,Nordic Combined,Norway,Men,2,silver,27,Men's Individual,Thoralf Strømstad
1924,Nordic Combined,Norway,Men,3,bronze,24,Men's Individual,Johan Grøttumsbraaten
1992,Ski Jumping,Austria,Men,1,gold,27,"Men's Normal Hill, Individual",Ernst Vettori
1992,Ski Jumping,Austria,Men,2,silver,17,"Men's Normal Hill, Individual",Martin Höllwarth
1928,Cross-Country Skiing,Norway,Men,1,gold,28,Men's 18 Kilometers,Johan Grøttumsbraaten
1928,Cross-Country Skiing,Norway,Men,2,silver,29,Men's 18 Kilometers,Ole Hegge
1928,Cross-Country Skiing,Norway,Men,3,bronze,26,Men's 18 Kilometers,Reidar Ødegård
1928,Nordic Combined,Norway,Men,1,gold,28,Men's Individual,Johan Grøttumsbraaten
1928,Nordic Combined,Norway,Men,2,silver,22,Men's Individual,Hans Vinjarengen
1928,Nordic Combined,Norway,Men,3,bronze,25,Men's Individual,John Snersrud
1992,Ski Jumping,Finland,Men,3,bronze,16,"Men's Normal Hill, Individual",Toni Nieminen
1994,Ski Jumping,Germany,Men,3,bronze,24,"Men's Normal Hill, Individual",Dieter Thoma
1932,Cross-Country Skiing,Norway,Men,3,bronze,26,Men's 50 Kilometers,Arne Rustadstuen
1932,Nordic Combined,Norway,Men,1,gold,32,Men's Individual,Johan Grøttumsbraaten
1932,Nordic Combined,Norway,Men,2,silver,28,Men's Individual,Ole Stenen
